frame.time_relative,frame.len,eth.src,eth.dst,ip.src,ip.dst,ip.proto,tcp.srcport,tcp.dstport,tcp.flags,tcp.flags.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.reset,udp.srcport,udp.dstport,icmp.type
"13.912740000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912741000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912742000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912742000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912743000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912744000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912744000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912745000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912746000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912747000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912748000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912749000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912749000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912750000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912751000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912751000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912752000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912752000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912753000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912753000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912754000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912755000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912755000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912756000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912756000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912756000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912757000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912757000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912758000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912758000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912759000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912759000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912760000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912760000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912761000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912761000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912762000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912762000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912763000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912763000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.912764000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913014000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913015000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913016000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913016000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913017000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913017000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913017000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913019000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913205000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913207000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913208000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913208000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913209000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913209000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913396000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913398000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913398000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913399000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913399000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913400000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913568000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913570000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913571000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913571000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913571000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.913572000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.914018000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.914019000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.914020000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.914020000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.914020000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.914021000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.914021000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.914021000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.914022000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.914022000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.914023000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.914023000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.914024000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.914024000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
"13.914117000","40","00:00:40:06:66:cc","45:00:00:28:00:01",,,,,,,,,,,,,
