feature,importance
total_packets,0.19022574684221322
std_packet_size,0.18360371857873525
avg_packet_size,0.18239472137794419
packets_per_second,0.16642727805529284
bytes_per_second,0.15860153234316757
total_bytes,0.11532627278518383
unique_connections,0.0034207300174630053
udp_ratio,0.0
icmp_ratio,0.0
syn_count,0.0
tcp_ratio,0.0
ack_count,0.0
fin_count,0.0
syn_ack_ratio,0.0
rst_count,0.0
unique_dst_ports,0.0
port_diversity,0.0
unique_src_ips,0.0
unique_dst_ips,0.0
