time_window_start,total_packets,total_bytes,packets_per_second,bytes_per_second,avg_packet_size,std_packet_size,tcp_ratio,udp_ratio,icmp_ratio,syn_count,ack_count,fin_count,rst_count,syn_ack_ratio,unique_dst_ports,port_diversity,unique_src_ips,unique_dst_ips,unique_connections
98.0,829,1252210,829.0,1252210.0,1510.5066344993968,1432.1701225481902,1.0,0.0,0.0,0,829,1,0,0.0,3,0.650186191182427,2,2,2
99.0,827,1250630,827.0,1250630.0,1512.249093107618,1433.0207350145433,1.0,0.0,0.0,0,827,0,0,0.0,3,0.6384449076495461,2,2,2
100.0,825,1247602,825.0,1247602.0,1512.2448484848485,1432.984184485709,1.0,0.0,0.0,0,825,0,0,0.0,2,0.9996936868535145,2,2,2
101.0,826,1252012,826.0,1252012.0,1515.7530266343826,1432.115447190532,1.0,0.0,0.0,0,826,0,0,0.0,2,0.9995770518009915,2,2,2
102.0,827,1247750,827.0,1247750.0,1508.7666263603385,1432.9927191448462,1.0,0.0,0.0,2,826,0,0,0.002421307506053269,4,0.5120995627174866,2,2,2
103.0,826,1250572,826.0,1250572.0,1514.0096852300242,1432.993784131888,1.0,0.0,0.0,1,826,0,0,0.0012106537530266344,3,0.6384276944274017,2,2,2
104.0,831,1250992,831.0,1250992.0,1505.4055354993984,1430.9798969458993,1.0,0.0,0.0,0,831,1,0,0.0,4,0.526261969577788,2,2,2
105.0,824,1250432,824.0,1250432.0,1517.514563106796,1432.9626058199503,1.0,0.0,0.0,0,824,0,0,0.0,3,0.6383889262487764,2,2,2
106.0,827,1244838,827.0,1244838.0,1505.2454655380895,1432.9950319898605,1.0,0.0,0.0,0,827,1,0,0.0,4,0.5214725305070707,2,2,2
107.0,826,1252012,826.0,1252012.0,1515.7530266343826,1432.115447190532,1.0,0.0,0.0,0,826,0,0,0.0,2,0.9995770518009915,2,2,2
108.0,825,1247602,825.0,1247602.0,1512.2448484848485,1432.984184485709,1.0,0.0,0.0,0,825,0,0,0.0,2,0.9996936868535145,2,2,2
109.0,828,1250712,828.0,1250712.0,1510.5217391304348,1433.0162904744136,1.0,0.0,0.0,2,827,0,0,0.0024183796856106408,4,0.5120687824066809,2,2,2
110.0,823,1246030,823.0,1246030.0,1514.0097205346294,1432.0484162807006,1.0,0.0,0.0,1,823,0,0,0.001215066828675577,3,0.6384238736555187,2,2,2
111.0,826,1250564,826.0,1250564.0,1514.0,1433.00355557934,1.0,0.0,0.0,0,826,0,0,0.0,2,0.9996574182663092,2,2,2
112.0,829,1249412,829.0,1249412.0,1507.1314837153197,1431.8324821171443,1.0,0.0,0.0,0,829,1,0,0.0,4,0.5263143981071727,2,2,2
113.0,825,1249050,825.0,1249050.0,1514.0,1432.0971383227582,1.0,0.0,0.0,0,825,0,0,0.0,3,0.638409037445151,2,2,2
114.0,830,1250828,830.0,1250828.0,1507.021686746988,1433.0592806374186,1.0,0.0,0.0,0,830,1,0,0.0,4,0.5213896759802186,2,2,2
115.0,911,1254726,911.0,1254726.0,1377.3062568605928,1212.32162415317,1.0,0.0,0.0,0,911,0,0,0.0,2,0.9719687039646677,2,2,2
116.0,918,1256644,918.0,1256644.0,1368.8932461873637,1191.3771598948015,1.0,0.0,0.0,1,917,0,0,0.0010905125408942203,3,0.6168515877521538,2,2,2
117.0,827,1250638,827.0,1250638.0,1512.2587666263603,1433.0109873477923,1.0,0.0,0.0,1,827,0,0,0.0012091898428053204,3,0.6384449076495461,2,2,2
118.0,830,1249486,830.0,1249486.0,1505.4048192771083,1431.8330074190803,1.0,0.0,0.0,1,830,1,0,0.0012048192771084338,4,0.5304355136673252,2,2,2
119.0,826,1249116,826.0,1249116.0,1512.2469733656174,1432.115447190532,1.0,0.0,0.0,0,826,0,0,0.0,3,0.6384276944274017,2,2,2
120.0,829,1247866,829.0,1247866.0,1505.266586248492,1433.0315296029878,1.0,0.0,0.0,0,829,1,0,0.0,4,0.5214295250462835,2,2,2
121.0,825,1250498,825.0,1250498.0,1515.7551515151515,1432.984184485709,1.0,0.0,0.0,0,825,0,0,0.0,2,0.9996173668674234,2,2,2
122.0,826,1249116,826.0,1249116.0,1512.2469733656174,1432.115447190532,1.0,0.0,0.0,0,826,0,0,0.0,2,0.9996574182663092,2,2,2
123.0,826,1250564,826.0,1250564.0,1514.0,1433.00355557934,1.0,0.0,0.0,0,826,0,0,0.0,2,0.9996574182663092,2,2,2
124.0,827,1250646,827.0,1250646.0,1512.2684401451029,1433.001239549354,1.0,0.0,0.0,2,826,0,0,0.002421307506053269,4,0.512061495009793,2,2,2
125.0,827,1249190,827.0,1249190.0,1510.5078597339782,1432.121828982971,1.0,0.0,0.0,1,827,0,0,0.0012091898428053204,3,0.6384449076495461,2,2,2
126.0,830,1252374,830.0,1252374.0,1508.8843373493976,1431.859418913893,1.0,0.0,0.0,0,830,1,0,0.0,4,0.5262686636518777,2,2,2
127.0,826,1250564,826.0,1250564.0,1514.0,1433.00355557934,1.0,0.0,0.0,0,826,0,0,0.0,3,0.6384276944274017,2,2,2
128.0,830,1249380,830.0,1249380.0,1505.2771084337348,1432.1669875314758,1.0,0.0,0.0,0,830,1,0,0.0,4,0.5213896759802186,2,2,2
129.0,824,1247536,824.0,1247536.0,1514.0,1432.9669210560396,1.0,0.0,0.0,0,824,0,0,0.0,2,0.9996557530988982,2,2,2
130.0,825,1250498,825.0,1250498.0,1515.7551515151515,1432.984184485709,1.0,0.0,0.0,0,825,0,0,0.0,2,0.9996173668674234,2,2,2
131.0,824,1243208,824.0,1243208.0,1508.7475728155339,1432.0484607862525,1.0,0.0,0.0,2,823,0,0,0.002430133657351154,4,0.5121180440835915,2,2,2
132.0,825,1247610,825.0,1247610.0,1512.2545454545455,1432.9744129389358,1.0,0.0,0.0,1,825,0,0,0.0012121212121212121,3,0.6384599277654085,2,2,2
133.0,903,1258640,903.0,1258640.0,1393.842746400886,1250.2119676908455,1.0,0.0,0.0,0,903,1,0,0.0,4,0.5143315629546881,2,2,2
134.0,926,1254268,926.0,1254268.0,1354.5010799136069,1161.101653719046,1.0,0.0,0.0,0,926,0,0,0.0,3,0.6122182672099585,2,2,2
135.0,828,1250696,828.0,1250696.0,1510.502415458937,1433.035738579943,1.0,0.0,0.0,0,828,1,0,0.0,4,0.5213923160272318,2,2,2
136.0,823,1247470,823.0,1247470.0,1515.7594167679222,1432.9474551436208,1.0,0.0,0.0,0,823,0,0,0.0,2,0.9996155047444086,2,2,2
137.0,825,1249050,825.0,1249050.0,1514.0,1432.0971383227582,1.0,0.0,0.0,0,825,0,0,0.0,2,0.9996173668674234,2,2,2
138.0,828,1250712,828.0,1250712.0,1510.5217391304348,1433.0162904744136,1.0,0.0,0.0,2,827,0,0,0.0024183796856106408,4,0.5120687824066809,2,2,2
139.0,825,1250498,825.0,1250498.0,1515.7551515151515,1432.984184485709,1.0,0.0,0.0,0,825,0,0,0.0,2,0.9996173668674234,2,2,2
140.0,827,1249190,827.0,1249190.0,1510.5078597339782,1432.121828982971,1.0,0.0,0.0,1,827,0,0,0.0012091898428053204,3,0.6384449076495461,2,2,2
141.0,828,1249346,828.0,1249346.0,1508.8719806763286,1431.8201421631748,1.0,0.0,0.0,0,828,1,0,0.0,4,0.5263211104254681,2,2,2
142.0,826,1250564,826.0,1250564.0,1514.0,1433.00355557934,1.0,0.0,0.0,0,826,0,0,0.0,3,0.6384276944274017,2,2,2
143.0,830,1249380,830.0,1249380.0,1505.2771084337348,1432.1669875314758,1.0,0.0,0.0,0,830,1,0,0.0,4,0.5213896759802186,2,2,2
144.0,825,1250498,825.0,1250498.0,1515.7551515151515,1432.984184485709,1.0,0.0,0.0,0,825,0,0,0.0,2,0.9996173668674234,2,2,2
145.0,825,1247602,825.0,1247602.0,1512.2448484848485,1432.984184485709,1.0,0.0,0.0,0,825,0,0,0.0,2,0.9996936868535145,2,2,2
146.0,827,1249198,827.0,1249198.0,1510.5175332527206,1432.1120869736044,1.0,0.0,0.0,2,826,0,0,0.002421307506053269,4,0.512061495009793,2,2,2
147.0,827,1250638,827.0,1250638.0,1512.2587666263603,1433.0109873477923,1.0,0.0,0.0,1,827,0,0,0.0012091898428053204,3,0.6384449076495461,2,2,2
148.0,830,1252374,830.0,1252374.0,1508.8843373493976,1431.859418913893,1.0,0.0,0.0,0,830,1,0,0.0,4,0.5262686636518777,2,2,2
149.0,826,1249116,826.0,1249116.0,1512.2469733656174,1432.115447190532,1.0,0.0,0.0,0,826,0,0,0.0,3,0.6384276944274017,2,2,2
150.0,932,1256112,932.0,1256112.0,1347.7596566523605,1168.9241347616357,1.0,0.0,0.0,0,932,1,0,0.0,4,0.5010096305594789,2,2,2
151.0,899,1255382,899.0,1255382.0,1396.420467185762,1234.840958472361,1.0,0.0,0.0,0,899,0,0,0.0,2,0.9749629236434829,2,2,2
152.0,826,1250564,826.0,1250564.0,1514.0,1433.00355557934,1.0,0.0,0.0,0,826,0,0,0.0,2,0.9996574182663092,2,2,2
153.0,826,1247684,826.0,1247684.0,1510.5133171912832,1432.9797657026938,1.0,0.0,0.0,2,825,0,0,0.0024242424242424242,4,0.5120933597506487,2,2,2
154.0,827,1252086,827.0,1252086.0,1514.0096735187424,1432.1260917822328,1.0,0.0,0.0,1,827,0,0,0.0012091898428053204,3,0.6383942633680771,2,2,2
155.0,830,1249478,830.0,1249478.0,1505.3951807228916,1431.842681607939,1.0,0.0,0.0,0,830,1,0,0.0,4,0.5263065937654471,2,2,2
156.0,827,1250630,827.0,1250630.0,1512.249093107618,1433.0207350145433,1.0,0.0,0.0,0,827,0,0,0.0,3,0.6384449076495461,2,2,2
157.0,829,1249314,829.0,1249314.0,1507.0132689987938,1432.1573254695818,1.0,0.0,0.0,0,829,1,0,0.0,4,0.5213915491786568,2,2,2
158.0,826,1250564,826.0,1250564.0,1514.0,1433.00355557934,1.0,0.0,0.0,0,826,0,0,0.0,2,0.9996574182663092,2,2,2
159.0,826,1250564,826.0,1250564.0,1514.0,1433.00355557934,1.0,0.0,0.0,0,826,0,0,0.0,2,0.9996574182663092,2,2,2
